,,Año 2004,,,,Año 2005,,,,Año 2006,,,,Año 2007,,,,Año 2008,,,,Año 2009,,,,Año 2010,,,,Año 2011,,,,Año 2012,,,,Año 2013,,,,Año 2014,,,,Año 2015,,,,Año 2016,,,,Año 2017,,,,Año 2018,,,,Año 2019,,,,Año 2020,,,,Año 2021,,,,Año 2022,,,Variación  Trimestral,Variación  Interanual
,, (trimestre),,,, (trimestre),,,, (trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,
,,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,,
,Huelva            ,n.s.,107.54,n.s.,84.01,64.87,145.33,n.s.,150.05,n.s.,197.48,186.85,175.08,223.92,210.86,196.06,182.16,176.13,190.25,177.89,n.s.,166.2,n.s.,100.38,137.73,137.47,191.22,121.33,235.34,199.36,329.48,n.s.,148.02,144.07,254.93,188.92,114.88,n.s.,n.s.,n.s.,92.35,n.s.,143.91,141.48,136.42,n.s.,153.79,74.9,n.s.,.,79.34,110.94,121.62,152.86,143.08,134.85,112.31,n.s.,n.s.,111.37,73.61,213.22,142.46,n.s.,164.07,n.s.,n.s.,n.s.,127.52,120.84,169.15,143.01,115.16,63.43,130.83,n.s.,.,.
,Jaén              ,79.5,92.67,99.62,73.54,92.81,82.08,113.2,78.45,122.54,133.51,128.58,152.05,171.61,159.56,148.35,184.86,164.06,159.61,138.46,162.09,154.8,150.1,76.13,115.76,149.27,140.19,160.87,103.19,144,134.95,143.95,140.15,n.s.,206.03,132.18,81.43,89.27,109.23,115.93,99.71,94.12,136.95,111.08,125.18,89.33,105.2,114.73,111.04,104.26,103.95,105.52,87.79,103.33,113.43,101.76,119.57,95.82,117.65,112.6,109.73,115.51,111.68,102.34,78.51,71.37,110.78,145.33,98.83,148.84,118.75,103.08,89.64,100.39,146.62,106.24,-27.5,3.1
,Málaga            ,37.36,68.41,79.67,62.21,49.69,74.61,94.87,n.s.,104.97,125.66,132.09,181.75,183.48,184.91,172.52,225.82,257.37,251.22,247.96,189.79,208.9,287.1,361.48,311.41,233.47,183.4,271.68,277.68,283.37,168.43,139.45,171.69,167,170.47,163.5,156.49,77.5,161.76,252.31,151.35,71.27,151.25,130.49,159.21,137.42,145.11,128.59,165.7,139.1,n.s.,132.61,92.72,103.29,184.33,114,107.39,159.46,144.09,98.02,175.31,139.93,133.95,141.25,126.28,152.59,n.s.,152.52,135.03,195.18,154.79,149.25,164.54,153.12,165.59,160.6,-3,7.6
,Sevilla           ,116.51,112.64,120.7,130.72,144.05,127.73,179.68,145.63,141.65,119.96,118.96,244.51,211.06,165.81,187.83,175.89,161,177.75,165.06,150.69,177.8,190.6,179.62,177.63,164.64,159.3,204.35,247.15,143.09,143.49,122.5,166.48,194,90.05,145.31,89.97,145.46,126.82,120.45,55.57,108.43,129.83,105.42,132.76,99.72,116.59,89.63,60.26,92.43,122.34,109.89,113.55,131.79,106.91,90.98,91.86,90.63,133.96,96.6,125.1,119.79,121.54,93.29,133.85,95.78,122.81,119.59,140.64,136.27,106.01,109.14,122.21,82.82,107.29,116.7,8.8,6.9
,Aragón,206.11,153.8,163.57,126.95,146.78,176.16,162.56,156.78,123.94,154.89,140.51,174.46,174.46,178.24,119.58,144.74,233.61,149.76,142.93,147.14,173.4,141.2,113.68,165.79,69.99,97.39,183.35,181.98,224.91,137.25,223.55,196.69,175.68,128.04,137.9,118.46,n.s.,187.64,55.04,n.s.,n.s.,111.66,87.25,182.91,169.22,122.78,106.83,n.s.,146.64,143.93,108,110.52,94.21,130.41,37.17,119.85,108.19,170.19,101.57,105.95,n.s.,76.39,88.39,123.14,n.s.,123.32,157.92,78.03,72.59,146.35,85.18,111.21,94.66,138.19,67.82,-50.9,-20.4
,Huesca            ,324.13,294.91,278.13,124.34,169.07,189.8,163.85,n.s.,113.23,124.29,139.43,102.03,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,69.13,n.s.,n.s.,69.21,n.s.,n.s.,.,.,n.s.,n.s.,n.s.,.,77.12,n.s.,.,n.s.,n.s.,.,.,n.s.,.,n.s.,n.s.,n.s.,.,.,n.s.,.,n.s.,n.s.,.,n.s,.,n.s.,n.s.,n.s.,.,n.s.,.,.,n.s.,n.s.,.,n.s.,n.s.,.,90.43,129.5,n.s.,.,.,.,n.s.,.,.
,Teruel            ,.,.,.,.,.,.,.,.,.,.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,111.92,111.32,n.s.,n.s.,n.s.,n.s.,.,.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,.,.,.,n.s.,.,.,.,.,.,.,.,n.s.,.,.,n.s.,.,.,.,.,.,.,n.s,.,.,.,.,.,.,n.s.,.,n.s.,.,.,.,.,n.s.,54.34,158.62,.,n.s.,n.s.,17.25,n.s.,.,.
,Zaragoza          ,144.94,125.81,120.09,140.53,146.32,175.64,160.11,161.97,140.36,179.84,n.s.,n.s.,197.85,207.14,n.s.,186.52,246.69,202.66,184.38,187.73,175.4,n.s.,n.s.,185.61,.,181.61,196.88,n.s.,241.29,122.89,n.s.,186.74,.,128.04,162.06,127.96,n.s.,189.26,58.05,n.s.,n.s.,86.25,87.25,n.s.,n.s.,n.s.,98.72,n.s.,124.22,143.93,112.34,105.64,94.21,n.s,37.17,111.71,97.38,128.01,101.57,117.12,n.s.,76.39,70.52,132.07,n.s.,n.s.,82.83,62.39,71.36,131.7,76.35,111.9,102.14,151.62,n.s.,.,.
,Asturias (Principado de ),128.81,n.s.,77.25,80,59.24,166.56,166.2,n.s.,171.5,120.65,n.s.,158.17,170.73,153.77,132.98,108.83,161.49,n.s.,n.s.,90.95,158,145,157.26,80.42,121.1,n.s.,149.93,46.09,45.04,n.s.,84.69,27.7,91.66,n.s.,n.s.,79.77,n.s.,n.s.,.,n.s.,n.s.,72.11,92.64,n.s.,.,95.32,94.99,70.32,121.76,52.38,68.43,64.26,70.48,53.97,47.56,51.45,n.s.,137.2,n.s.,63.08,76.94,n.s.,85.61,59.63,n.s.,n.s.,92.3,80.87,111.88,87.26,n.s.,86.88,111.79,77.9,48.2,-38.1,.
,Balears (Illes),134.29,142.55,185.27,164.95,177.15,181.25,242.13,163.12,235.38,248.25,207.13,208.11,255.84,222.04,195.77,238.62,267.41,197.03,225.8,204.23,262.1,224.6,233.28,218.23,241.16,208.38,239.9,256.02,291.85,221.39,138.69,136.46,127.67,149.75,129.16,197.2,119.04,107.49,229.07,151.89,214.01,125.15,163.57,137.26,122.9,164.86,181.68,185.59,178.02,151.76,150.23,176.06,226.76,202.16,233.28,187.21,230.49,157,180.76,172.53,183.46,211.35,235.83,216.86,219.61,282.43,241.82,240.87,294.74,211.66,191.89,224.54,280.07,292.25,293.28,0.4,52.8
,Canarias,115.83,116.61,133.45,126.7,180.6,120.46,155.4,163.85,138.7,168.36,169.74,195.32,187.03,198.69,209.88,166.67,198.7,220.29,228.67,198.16,194.4,201.9,221.9,213.3,159.16,227.54,145.04,186.54,292.29,116.12,125.67,132.16,.,116.69,53.74,125.2,134.53,143.47,n.s.,115.04,90.93,101.92,n.s.,257.42,179.54,n.s.,157.43,147.55,159.24,70.07,152.56,72.66,96.68,154.15,155.43,99.61,148.54,101.31,106.37,120.47,143.06,138.26,187.36,76.72,149.25,80,120.44,91.43,175.09,165.25,140.81,216.82,143.75,161.01,179.02,11.2,27.1
,Palmas (Las)      ,143.99,132.02,178.1,142.17,149.95,110.49,130.73,156.5,118.11,133.2,143.39,n.s.,n.s.,195.07,209.66,n.s.,191.31,202.32,n.s.,228.79,202.1,207.1,187.55,207.89,n.s.,99.01,118.17,n.s.,n.s.,n.s.,121.51,n.s.,.,n.s.,n.s.,132.04,n.s.,n.s.,n.s.,.,n.s.,94.99,n.s.,n.s.,.,n.s.,n.s.,.,n.s.,56.76,80.54,n.s.,n.s.,125.9,n.s.,n.s.,n.s.,92.47,123.09,120.78,118.69,n.s.,100.87,113.82,n.s.,n.s.,63.89,n.s.,194.15,62.64,154.84,n.s.,.,128.58,96.39,-25,-37.7
,Santa Cruz de Tenerife,90.9,100.72,109.95,114.95,195.84,125.53,159.95,171.72,148.03,174.53,173.21,171.94,180.11,196.61,210.97,165.11,207.26,233.52,234.79,176.39,n.s.,196.6,237.61,219.83,88.47,263.44,162.69,164.19,310.29,124.06,128.52,n.s.,.,132.36,72.92,n.s.,133.95,n.s.,n.s.,115.04,69.14,n.s.,n.s.,352.87,179.54,n.s.,n.s.,147.55,178.41,n.s.,193.38,n.s.,107,167.06,152.73,97.14,114.63,102.99,81.81,123.31,158.39,168.82,223.95,71.1,130.07,69.87,144.64,102.28,157.21,182.63,137.25,216.58,143.75,163.41,201.81,23.5,47
,Cantabria,77.72,91.46,110.95,122.69,139.14,125.03,112.7,109.37,104.3,97.81,109.19,n.s.,n.s.,132.43,139.34,145.23,153.66,119.08,151.43,n.s.,140.4,.,n.s.,139.08,123.14,n.s.,187.94,50.81,101.28,131.79,130.77,152.56,n.s.,n.s.,n.s.,n.s.,.,n.s.,123.05,n.s.,n.s.,79.08,106.13,132.35,n.s.,n.s.,.,n.s.,60.05,49.1,n.s.,n.s.,39.71,n.s,.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,97.73,133.34,103.85,67.7,114.04,118.4,65.49,-44.7,-36.9
,Castilla y León,86.48,68.64,80.75,83.68,88.5,81.32,118.24,123.8,108.13,111.86,134.4,137.48,134.33,117.89,142.61,156.92,148.99,151.82,140.57,140.92,130.8,126.1,158.79,206.5,97.19,118.49,157.28,229.18,129.86,144.3,151.74,136.36,100.83,92.78,103.57,69.87,87.39,72.08,78.96,85.22,96.06,87.4,91.94,81.77,83.71,79.79,87.52,66.64,103.11,74.94,96.43,61.72,75.14,104.44,105.04,54.45,81.57,73.88,84.62,87.38,83.97,96.07,82.61,71.04,82.51,82.19,85.8,82.58,58.45,75.31,68.43,67.94,70.39,72.88,90.19,23.8,31.8
,Avila             ,n.s.,35.18,46.34,90.08,106.65,102.01,107.37,90.97,100.07,107.67,92.34,121.72,138.8,129.18,127.4,152.99,185.86,180.36,161.2,140.22,168.9,141.1,n.s.,n.s.,n.s.,84.95,168.21,n.s.,107.02,100.86,n.s.,97.55,84.28,n.s.,n.s.,n.s.,58.02,n.s.,n.s.,106.28,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,72.77,n.s.,n.s.,76.32,91.32,n.s.,n.s.,85.55,83.46,92.96,84.83,n.s.,73.23,n.s.,n.s.,.,62.27,82.38,56.01,74.33,64.63,59.89,42.55,71.47,65.32,-8.6,1.1
,Burgos            ,74.01,82.98,65.36,n.s.,44.98,103.3,142.22,80.62,90.4,110.13,132.8,153.32,107.36,117.75,n.s.,132.94,147.93,148.4,145.96,133.51,122.8,128.3,80.13,161.34,160.61,216.39,188.71,168.54,n.s.,n.s.,n.s.,138.78,n.s.,51.25,n.s.,n.s.,n.s.,65.12,n.s.,n.s.,n.s.,83.78,n.s.,82.07,64.48,n.s.,60.39,67.72,n.s.,n.s.,n.s.,n.s.,n.s.,n.s,n.s.,59.38,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,39.53,.,n.s.,n.s.,.,n.s.,46.83,37.31,53.8,45.24,n.s.,115.79,n.s.,.,.
,León              ,61.25,67.06,34.3,54.79,99.47,35.04,13.95,59.53,n.s.,n.s.,n.s.,25.31,.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,50.7,.,n.s.,n.s.,59.53,n.s.,n.s.,n.s.,.,59.71,n.s.,n.s.,.,74.91,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,.,n.s.,66.35,n.s.,n.s.,72.28,50.7,27.25,n.s.,n.s.,n.s.,59.47,n.s.,.,.
,Palencia          ,64.25,79.1,113.63,126.39,143.79,106.86,145.03,177.3,167.61,132.27,n.s.,126.41,100.61,126.87,n.s.,108.52,100.13,79.67,94.68,n.s.,n.s.,98.7,n.s.,n.s.,87.76,85.92,117.13,118.78,n.s.,n.s.,n.s.,88.92,n.s.,27.33,.,n.s.,n.s.,20.27,n.s.,60.14,.,n.s.,n.s.,n.s.,.,44.86,n.s.,n.s.,.,n.s.,n.s.,.,n.s.,n.s.,n.s.,71.39,39.29,21.65,32.57,n.s.,n.s.,n.s.,45.53,n.s.,n.s.,n.s.,54.02,32.5,73.85,55.84,52.45,47.75,n.s.,29.25,40.53,38.6,-22.7
,Salamanca         ,108.74,107.17,72.89,n.s.,90.79,n.s.,n.s.,93.25,n.s.,61.25,n.s.,62.16,n.s.,n.s.,72.31,n.s.,n.s.,103.91,.,n.s.,n.s.,152.2,152.59,240.24,n.s.,147.3,n.s.,265.9,n.s.,154.46,n.s.,163.86,137.84,n.s.,123.26,n.s.,84.72,103.55,101.13,44.21,108,95.58,91.27,n.s.,65.88,76.28,83.43,58.45,56.52,98.07,93.02,76.16,n.s.,82.61,85.62,84.97,84.69,90.41,98.86,n.s.,91.48,82.79,94.56,99.77,n.s.,n.s.,77.84,96.8,52.21,82.21,83.51,78.14,79.22,118.92,101.83,-14.4,21.9
,Segovia           ,79.06,57.02,71.14,68.46,84.01,62.71,115.99,139.64,130.92,141.2,138.37,189.97,179.73,125.84,126.54,196.91,171.58,182.1,179.4,n.s.,170.4,123.3,156.66,63.86,69.03,99.63,n.s.,166.16,n.s.,130.7,169.03,n.s.,n.s.,n.s.,.,n.s.,n.s.,74.52,n.s.,83.87,n.s.,106.08,100.57,40.27,n.s.,120.63,66.51,n.s.,105.51,102.1,n.s.,60.83,96.24,172.57,99.94,46.4,91.32,88.22,90.91,80.17,82.7,130.46,127.27,148.33,71.57,81.07,119.44,87.3,62.54,93.68,81.6,71.87,65.26,78.65,74.59,-5.2,-8.6
,Soria             ,n.s.,40.49,82.66,58.95,44.05,87.98,95.06,n.s.,n.s.,n.s.,n.s.,50.05,n.s.,n.s.,63.67,84.03,85.45,n.s.,91.01,111.15,99.8,n.s.,n.s.,162.18,n.s.,83.89,56.56,61.33,n.s.,n.s.,n.s.,148.15,.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,47.48,75.88,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,52.59,n.s.,86.8,n.s.,n.s.,.,.,104.87,n.s.,39.45,.,.,.,n.s.,51.38,43.74,n.s.,n.s.,n.s.,65.13,53.49,-17.9,.
,Valladolid        ,100.09,81.3,96.85,.,111.62,78.04,65.96,n.s.,n.s.,96.34,n.s.,n.s.,108.82,85.64,171.68,199.91,154.57,150.77,113.49,149.93,167.2,130.3,252.35,401.19,n.s.,152.1,174.51,n.s.,206.66,189.81,n.s.,169.54,n.s.,190.75,n.s.,n.s.,n.s.,n.s.,n.s.,116.82,115.66,n.s.,92.45,n.s.,145.47,124.61,139.64,.,159.75,60.02,n.s.,41.09,n.s.,183.87,139.52,60.08,.,n.s.,n.s.,n.s.,n.s.,n.s.,90.81,38.91,n.s.,.,104.48,99.89,74.91,54.92,52.21,77.28,111.6,99.86,124.2,24.4,137.9
,Zamora            ,.,111.35,.,n.s.,56.8,63.74,45.38,120.39,n.s.,n.s.,n.s.,.,n.s.,n.s.,.,n.s.,.,.,.,n.s.,.,.,n.s.,.,.,n.s.,.,.,.,n.s.,n.s.,.,.,.,n.s.,n.s.,.,.,.,n.s.,.,n.s.,.,.,.,n.s.,n.s.,.,.,n.s.,.,n.s.,n.s.,.,.,.,.,.,n.s.,.,.,.,.,.,.,.,.,.,40.47,189.35,n.s.,.,.,.,n.s.,.,.
,Castilla-La Mancha,109.18,116.88,100.95,140.38,146.8,180.33,124.05,157.77,134.21,177.36,136.71,200.36,205.42,185.68,212.18,255.01,224.36,226.07,232.08,197.74,207.5,182.8,151.22,211.64,190.55,192.28,148.21,207.04,371.3,148.71,129.91,195.51,142.45,228.15,105.97,102.46,110.91,80.28,78.94,106.7,58.18,79.1,107.65,115.27,97.67,82.6,89.08,89.83,97.49,92.35,63.41,85.01,80.85,87.64,88.42,88.44,89.96,87.69,75.2,88.75,82.69,91.19,93.54,99.84,94.8,80.94,74.52,84.63,69.47,84.8,80.94,81.26,89.12,92.44,96.18,4,18.8
,Albacete          ,88.87,120.9,52.09,n.s.,120.13,141.77,119.65,135.05,n.s.,122.67,n.s.,104.76,122.77,99.74,110.59,145.81,139.65,115.46,n.s.,120.78,119.1,124.7,78.99,116.63,n.s.,99.99,n.s.,88.21,n.s.,.,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,.,.,.,n.s.,n.s.,.,n.s,55.61,n.s.,n.s.,.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,24.94,.,n.s.,71.18,102.83,.,n.s.,n.s.,14.8,35.88,142.4,.
,Ciudad Real       ,50.52,63.96,66.97,66.83,67.65,85.07,70.48,56.39,95.75,123.79,80.69,104.7,129.15,106.06,112.31,112,110.91,116.3,121.91,133.09,113.8,117.8,118.99,122.31,100.81,117.01,116.82,73.09,110.93,113.4,75.14,102.98,113.48,106.17,101.39,74.37,74.99,92.52,85.15,85.89,100.17,73.26,112.81,121.41,85.13,52.81,73.4,74.87,99.27,63.7,57.89,91.36,72.09,78.32,73.28,76.86,83.6,92.63,84.77,99.57,83.44,97.44,75.74,92.53,120.96,70.6,108.76,94.72,100.51,97.6,106.15,87.28,80.7,97.16,87.11,-10.3,-17.9
,Cuenca            ,30.6,52.01,58.95,86.54,63.28,97.4,52.84,90.96,101.27,n.s.,116.13,96.4,n.s.,112.22,n.s.,125.08,142.88,137.42,143.5,145.24,146.6,112.8,110.71,165.06,85.2,167.02,141.71,216.92,153.74,118.32,94.15,114.72,n.s.,151.46,68.97,149.26,85.94,61.17,n.s.,n.s.,81.76,118.01,102.32,122.6,84.91,116.16,99.15,124.73,90.16,n.s.,90.64,94.38,77.58,134.44,79.99,n.s.,95.38,126.48,n.s.,79.43,229.09,93.21,n.s.,145.8,n.s.,n.s.,69.76,108.15,60.7,89.37,77.57,107.46,110.01,192.25,96.24,-49.9,24.1
,Guadalajara       ,101.03,149.94,94.3,101.48,120.55,n.s.,122.02,102.31,99.9,117.65,127.85,n.s.,n.s.,203.22,235.89,235.26,.,256.54,196.78,234.09,227,204.7,228.97,216.06,269.73,275.95,230.35,167.24,399.2,283.55,n.s.,n.s.,248.36,452.06,n.s.,n.s.,138.4,37.24,n.s.,n.s.,180,n.s.,n.s.,n.s.,158.83,82.87,84.32,87.71,.,n.s.,68.51,79.17,94.55,137.98,83.55,66.27,105.6,105.66,89.56,55.43,71.62,96.6,121.11,99.63,71.37,n.s.,111.53,89.33,69.65,107.03,91.1,86.38,112.9,87.61,110.41,26,21.2
,Toledo            ,142.27,105.45,142.5,195.23,174.21,235.3,233.62,268.92,213.8,213.01,190.95,294.84,288.26,317.39,333.04,387.37,324.87,283.8,311.72,244.62,258.7,225.4,140.87,268.17,316.16,222.81,151.03,280.65,470.61,155.9,141.64,229.21,118.59,171.08,108.1,102.32,126.51,148.1,78.9,121.24,41.12,73.99,111.56,116.05,98.05,87.54,94.6,87.7,99.68,102,59.57,81.26,85.24,69.46,100.63,92.03,84.95,74.76,68.52,90.75,75.96,89.99,84.22,97.74,93.15,98.4,56.59,78.94,61.64,77.61,74.54,76.78,75.66,96.55,97.78,1.3,31.2
,Cataluña,164.06,146.92,171.91,155.87,171.34,158.3,204.07,184.62,184.65,184.58,206.2,225.4,216.02,221.89,241.87,226.65,232.22,198.32,252.47,217.02,215.6,207.6,206.76,226.91,252.13,215.11,208.39,206.9,168.01,184.88,152.35,150.02,167.02,206.3,167.64,110.23,120.5,155.73,115.43,127.69,141.36,94.43,132.37,101.03,166.29,104.52,133.55,108.26,103.02,111.58,108.85,107.56,103.63,108.65,117.82,106.49,115.25,113.36,112.27,112.69,119.32,131.04,146.92,145.69,135.39,137.1,130.25,131.46,158.74,133.34,123.93,126.26,125.95,145.29,140.61,-3.2,13.5
,Barcelona,166.94,169.63,196.07,194.56,183.7,180.31,219.23,198.04,199.44,200.57,225.75,248.45,241.96,254.27,280.43,240.42,241.38,203.53,289.81,236.27,219.2,219.3,209.15,237.9,225.75,238.01,187.95,207.91,158.83,171.39,179.76,158.99,233.04,235.37,205.02,157.07,148.87,118.13,129.68,117.2,153.88,92.38,153.43,117.49,200.44,116.58,151.96,88.92,116.05,117.19,131.37,116.05,110.99,116.86,136.26,121.1,129.42,127.16,127.22,122.5,131.64,153.49,161.15,157.4,153.54,147.84,140.21,150.72,186.8,144.77,138.22,148.46,141.45,182.07,166.39,-8.6,20.4
,Girona,167.98,114.49,102.71,132.8,149.17,129.5,175.04,153.64,150.69,149.44,193.59,189.58,200.06,190.86,206.8,198.08,217.74,198.53,204.67,198.75,202.7,187.5,217.65,207.09,220.51,224.92,195.19,209.69,131.8,159.81,91.76,122.16,122.37,169.82,181.73,83.8,96.48,198.24,96.35,117.73,94.12,81.54,108.23,59.45,88.25,48.42,99.94,121.29,81.39,119.15,91.51,71.1,99.32,105.16,104.72,63.02,56.99,73.07,104.53,96.42,90.72,76.41,113.96,132.96,106.62,113.96,102.15,109.09,146.98,120.05,108.81,91.64,99.09,92.11,116.05,26,6.7
