;;Año 2004;;;;Año 2005;;;;Año 2006;;;;Año 2007;;;;Año 2008;;;;Año 2009;;;;Año 2010;;;;Año 2011;;;;Año 2012;;;;Año 2013;;;;Año 2014;;;;Año 2015;;;;Año 2016;;;;Año 2017;;;;Año 2018;;;;Año 2019;;;;Año 2020;;;;Año 2021;;;;Año 2022;;;Variación  Trimestral;Variación  Interanual
;; (trimestre);;;; (trimestre);;;; (trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;(trimestre);;;;
;;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;4º;1º;2º;3º;;
;Ciudad Real       ;29.72;41.62;25.49;24.57;35.35;30.92;21.91;29.19;32.27;39.46;n.s.;54.59;55.04;41.12;52.75;52.19;55.61;n.s.;48.05;83.61;81.5;89.3;95.29;34.73;122.5;74.55;49.79;96.88;36.25;55.73;44.75;71.9;54.64;24.84;46.77;58.75;50.62;54.09;n.s;36.2;n.s.;40.97;38.18;36.2;26.2;n.s.;n.s.;n.s.;n.s.;30.43;25.71;22.93;47.25;52.95;n.s.;n.s.;n.s.;n.s.;n.s.;n.s.;n.s.;22.37;13.63;n.s.;n.s.;31.29;50.73;36.77;30.01;40.32;n.s.;27.46;44.23;54.61;n.s.;.;.
;Cuenca            ;24.36;37.22;23.54;30.6;35.4;37.18;33.59;36.63;27.08;33.41;36.45;46.38;54.16;48.72;46.7;33.86;53.58;67.57;53.75;57.18;50;47.8;43.49;51.93;43.01;65.06;36.29;50.53;48.75;24.87;34.18;55.81;26.2;70.09;37.46;57.38;25.06;26.23;49.91;50.13;39.66;31.12;32.91;50.58;54.08;41.42;46.94;51.51;33.86;42.1;51.52;35.83;25.33;22.79;36.67;47.33;37.53;60.78;43.28;43.75;38.01;57.13;37.07;48.06;n.s.;28.72;28.67;49.87;52.46;37.92;47.62;67.05;87.19;82.66;67.54;-18.3;41.8
;Guadalajara       ;42.75;71.7;39.32;47;59.87;84.07;68.3;83.84;67.88;56.03;69.98;57.08;54.61;58.62;61.99;77.58;87.56;44.6;74.34;74.67;79;86.9;71.92;124.83;120.93;108.23;137.05;124.08;140.18;41.58;52.71;79.17;405.43;67.83;61.18;127.99;97.97;103.75;58.59;45.39;45.99;29.48;53.18;31.25;44.58;26.25;50.17;40.66;29.73;73.26;33.89;46.33;47.69;41.86;24.04;47.27;62.18;29.94;52.36;33.14;37.85;59.66;60.53;50.51;65.76;62.32;53.79;48.76;42.46;45.53;36.56;76.92;46.59;81.15;50.77;-37.4;38.9
;Toledo            ;36.69;29.87;43.17;32.7;41.96;41.01;47.72;29.86;38.09;75.63;75.51;98.27;92.79;98.72;92.57;116.05;112.34;97.87;81.67;91.37;77.5;82.3;79.49;115;106.05;147.44;98.11;128.7;99.05;80.33;57.32;88.56;41.8;n.s.;73.53;59.45;n.s.;67.5;26.02;n.s.;26.7;45.77;44.82;37.99;70.74;96.98;43.52;59.96;n.s.;66.89;55.32;41.08;40.03;68.36;88.33;50.41;40.92;21.86;35.46;39.63;32.81;34.32;39.03;47.32;n.s.;31.77;43.68;42.04;32.42;41.77;29.82;68.92;71.92;89.8;99.63;10.9;234.1
;Cataluña;70.36;77.08;74.56;93.82;89.49;102.69;111.34;125.37;107.21;103.18;119.78;128.04;102.51;131.14;112.89;127.31;93.29;94.41;101.87;100.44;103.2;96.6;100.76;130.91;102.84;109.2;117.29;133.18;68.12;121.83;90.41;95.9;89.25;205.98;120.57;109.01;80.75;67.29;89.75;99.07;82.24;68.53;99.24;76.64;61.91;83.25;73.94;66.78;92.13;82.57;80.28;82.56;104.16;104.47;92.52;93.07;91.38;93.83;72.67;99.17;79.87;104.82;98.87;97.46;102.2;49.98;68.74;102.54;90.01;110.83;96.72;112.12;134.54;104.28;114.88;10.2;18.8
;Barcelona;61.17;83.16;76.11;77.7;95.79;92.98;101.93;110.02;107.25;95.78;105.13;129.45;94.96;107.37;107.08;147.86;95.16;86.61;122.62;134.32;111.9;109.5;100.33;87.27;58.01;72.58;96.43;102.4;59.02;127.31;n.s.;n.s;88.83;119.29;120.98;44.5;n.s.;50.03;76.49;61.13;31.72;50.48;99.26;n.s.;47.01;37.14;54.46;43.32;54.94;71.87;37.98;69.77;85.67;76.06;91.44;81.93;85.5;84.41;61.25;88.1;48.91;63.57;60.35;90.38;n.s.;87.48;63.95;88.73;63.38;79.82;63.58;58.36;156.98;76.59;120.55;57.4;89.6
;Girona;111.13;119.04;104.05;124.53;127.82;124.74;163.25;170.85;144.62;148.11;159.71;163.18;126.22;162.07;134.87;133.52;122.62;116.29;125.19;124.31;141.9;112.9;139.02;152.47;146.46;151.79;163.86;173.38;91.57;139.29;124.52;143.67;91.55;263.71;121.17;166.49;119.77;106.49;104.15;136.45;144.34;81.5;98.31;88.36;87.78;126.38;109.1;98.77;116.44;108.68;89.2;83.66;130.96;120.61;111.54;128.16;120.63;124.97;103.22;126.32;114.91;150.28;153.23;124.93;118.62;69.29;91.07;121.38;127.4;151.53;159.49;155.32;166.13;140.26;160.68;14.6;0.7
;Lleida;73.87;74.85;73.4;121.93;64.71;132.04;91.89;117.2;107.84;96.79;110.16;119.58;103.68;142.42;n.s.;101.34;76.72;85.27;86.11;68.56;89.8;77.4;92.87;183.25;100.16;107.33;79.18;116.15;61.92;83.67;63.43;81.68;100.57;105.99;53.02;43.63;95.47;84.46;95.47;61.16;93.84;90.72;105.04;41.24;37.32;51.84;68.8;40.8;119.83;54.83;76.56;103.47;79.3;90.29;61.98;59.36;36.52;65.35;37.18;60.32;65.91;79.88;79.72;71.97;86.21;29.72;49.73;62.56;53.79;67.83;74.23;103.19;92.63;107.6;50.81;-52.8;-31.6
;Tarragona;34.52;29.57;46.62;59.65;44.71;61.21;69.83;58;39.2;47.17;71.06;74.52;85.73;98.28;73.61;76.37;61.22;51.62;49.25;65.62;61.2;63.5;56.77;64.31;58.46;134.55;62.17;64.17;39.75;79.16;n.s.;n.s;n.s.;n.s.;n.s.;50.8;63.28;41.41;n.s;86.7;n.s.;92.41;n.s.;106.08;n.s.;36.85;n.s.;n.s.;n.s.;n.s.;87.73;n.s.;47.33;n.s.;n.s.;n.s.;n.s.;79.73;46.72;71.9;47.68;n.s.;62.68;48.77;.;23.95;33.45;54.23;63.59;75.35;63.57;73.49;44.5;50.15;56.77;13.2;-10.7
;Comunitat Valenciana;75.8;77.01;82.54;79.76;102.22;91.32;139.68;118.86;151.91;139.67;132.98;132.75;125.43;151.93;119.79;114.11;95.21;110.1;125.69;89.57;126.4;125.5;88.51;114.91;101.91;101.16;74.68;72.44;114.55;58.42;69.39;101.32;82.05;82.55;75.68;62.17;50.38;58.17;85.35;n.s.;69.6;n.s.;79.66;94.1;97.81;44.15;41.26;74.53;73.07;78.08;66.98;64.48;62.57;34.64;26.5;47.16;78.67;50.72;44.24;47.84;42.68;87.03;68.38;87.22;77.39;57.71;50.74;67.57;79.58;60.09;97.62;76.63;52.91;61.89;59.76;-3.4;-38.8
;Alicante/Alacant;75.3;41.65;107.51;62.25;95.58;60.85;54.65;69;n.s.;n.s.;n.s.;n.s.;n.s.;n.s.;n.s.;93;109.51;156.75;100.77;73.84;142.2;111.5;77.33;.;114.64;131.34;n.s.;n.s.;n.s.;n.s.;n.s.;n.s;n.s.;n.s.;n.s.;n.s.;.;n.s.;.;.;n.s.;.;n.s.;n.s.;n.s.;n.s.;n.s.;.;n.s.;.;n.s.;n.s.;n.s.;32.97;n.s.;.;n.s.;n.s.;n.s.;46.81;.;n.s.;n.s.;n.s;n.s.;.;n.s.;n.s.;n.s.;n.s.;92.66;n.s;n.s.;75.11;n.s.;.;.
;Castellón/Castelló;61.07;64.57;70.65;68.57;98.34;109.87;148.13;90.89;87.4;100.37;110.66;94.27;70.97;127.49;116.39;95.42;106.54;n.s.;127.46;129.94;138.3;157.2;133.14;133.08;87.85;105.59;n.s.;61.43;81.35;31.11;73.53;n.s;n.s.;n.s.;97.52;n.s.;n.s.;n.s.;n.s;n.s.;n.s.;n.s.;132.46;n.s.;n.s.;n.s.;n.s.;n.s.;n.s.;85.45;n.s.;n.s.;n.s.;60.26;.;n.s.;n.s.;n.s.;46.8;n.s.;.;n.s.;n.s.;n.s;n.s.;n.s;n.s.;45.25;76.26;89.41;n.s.;n.s;.;92.88;105.25;13.3;.
;Valencia/València;81.56;112.48;70.99;92.92;103.43;87.91;148.75;184.38;190.77;177.6;151.55;136.2;97.87;173.52;127.89;126.61;78.64;61.57;128.43;70.98;120.7;98;31;102.43;102.15;94.61;75.1;95.37;76.05;n.s.;81.94;34.22;88.52;n.s.;n.s.;72.56;n.s.;50.03;86.15;n.s.;55.14;n.s.;82.78;n.s.;78;21.44;n.s.;73.53;n.s.;n.s.;104.51;50.78;n.s.;20.96;17.43;35.92;85.75;40.71;40.91;50.15;42.68;n.s.;67.03;67.82;82.61;52.47;51.9;70.94;67.95;29.5;103.83;79.69;35.07;50.09;32.09;-35.9;-69.1
;Extremadura;28.5;23.66;36.8;40.38;43.04;25.83;37.32;43.91;45.15;40.03;45.22;40.91;56.71;33.76;55.08;44.92;65.28;34.44;35.29;44.19;59.6;55.9;47.23;51.69;53.27;45.63;44.5;39.34;58.53;55.3;46.11;44.11;37.13;50.54;46.02;66.22;51.38;46.58;45.36;47.72;63.3;52.02;48.7;57.25;41.56;46.35;31.16;49.46;25.77;34.23;29.6;46.42;61.26;42.89;34.09;58.24;48.51;44.91;53.03;40.62;44.92;55.03;47.73;57.61;n.s.;48.51;56.99;45.32;54.64;56.69;45.99;42.06;43.58;48.39;66.91;38.3;45.5
;Badajoz           ;16.41;15.77;20.05;21.27;41.58;30.5;18.1;23.46;35.04;30.36;28.84;37.44;45.09;31.23;59.7;61.23;55.43;49.55;n.s.;42.44;59.4;53.2;50.25;38.62;70.21;10.53;45.1;38.37;72.44;26.94;n.s.;50.41;53.22;62.91;n.s.;60.48;45.36;69.22;35.03;69.17;74.46;48.82;66.78;n.s.;59.18;n.s.;30.31;n.s.;n.s.;31.89;35.67;n.s.;54.28;n.s.;n.s.;n.s.;n.s.;45.9;60.44;62.36;33.29;n.s.;67.63;71.01;.;.;57.1;64.32;47.47;47.38;19.66;32.07;41.48;50.97;n.s.;.;.
;Cáceres           ;32.39;24.19;44.43;49.4;43.7;24.63;42.47;51.71;52.3;41.77;48.82;41.78;63.46;34.78;54.53;36.82;67.63;31.14;36.02;44.61;59.7;56.2;45.66;56.96;48.64;57.48;44.66;39.61;52.24;77.4;46.19;40.38;31.54;46.49;42.06;68.44;53.16;34.7;51.95;35.71;59.32;58.49;39.89;56.69;33.33;55.89;32;52.16;22.13;46.94;26.04;52.74;67.36;40.38;36.18;61.33;40.34;43.9;46.26;32.74;50.28;35.01;23.34;50.01;n.s.;48.51;58.49;41.23;57.92;66.1;65.79;45.53;43.92;48.64;65.73;35.1;-0.1
;Galicia;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;n.s.;.;.;.;.;n.s.;135.14;.;.;.;.;n.s.;.;.;.;.;.;n.s.;.;.;n.s.;.;.;.;.;.;.;24.96;.;.;.;.;.;.;.;n.s.;.;31.85;.;n.s.;.;104.94;n.s.;.;.;n.s.;.;n.s.;.;.;.;.
;Coruña (A);.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
;Lugo;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;n.s.;.;.;n.s.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;n.s.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
;Ourense;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;n.s.;.;.;.;.;n.s.;n.s;.;.;.;.;n.s.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;n.s.;.;.;.;.;.;.;.;.;.;n.s.;.;n.s.;.;n.s.;n.s.;.;.;n.s.;.;n.s.;.;.;.;.
;Pontevedra;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
;Madrid (Comunidad de);79.17;125.97;76.8;100.49;76.71;151.5;120.73;78.52;106.94;93.18;130.21;109.57;106.36;106.87;82.89;138.24;114.47;70.52;107.12;90.48;n.s.;148.1;90.35;72.84;176.32;194.88;172.66;235.55;94.3;n.s.;156.73;n.s;92.2;105.49;n.s.;n.s.;n.s.;n.s.;n.s;n.s.;n.s.;n.s.;79.24;69.94;117.12;60;29.3;n.s.;n.s.;n.s.;99.54;108.45;103.07;n.s.;n.s.;n.s.;52.62;90.61;n.s.;n.s.;75.24;n.s.;60.25;57.67;n.s.;n.s;79.39;111.7;64.28;91.35;115.9;105.05;105.81;176.11;98.05;-44.3;-15.4
;Murcia (Región de);.;.;.;n.s.;.;.;.;.;.;.;.;n.s.;.;.;n.s.;n.s.;n.s.;.;.;.;n.s.;.;.;.;.;n.s.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;n.s.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
;Navarra (Comunidad Foral de);57.06;84.91;129.49;84.81;59.01;83.69;115.26;92.66;68.02;72.18;81.2;96.51;81.42;94.1;98.66;76.73;93.2;n.s.;67.14;60.56;96.7;102.6;168.2;76.08;111.28;64.59;65.83;101.9;94.91;87.1;116.3;76.91;73.76;64;59.16;34.1;88.16;35.82;64.87;51.4;27.58;89.36;86.16;51.4;23.47;69.09;92.22;64.64;66.22;49.76;50.25;55.15;17.06;65.76;61.94;40.83;69.18;72.73;83.85;69.5;44.03;57.4;57.17;89.51;n.s.;66.28;56.42;93.37;92.51;77.53;99.76;87.78;92.11;84.06;98.98;17.7;-0.8
;País Vasco;79.02;174.36;102.86;88.43;72.75;57.8;108.12;108.54;80.8;90.02;105.58;104.71;116.08;103.6;119.51;122.28;133.01;128.03;163.09;122.05;99.5;121.5;110.53;46.84;114.15;74.26;117.83;42.4;n.s.;122.17;n.s.;120.53;47.59;107.08;n.s.;.;n.s.;115.88;n.s;n.s.;n.s.;n.s.;114.21;n.s.;101.83;90.28;n.s.;42.55;110.57;179.14;n.s.;n.s.;180.24;n.s.;76.65;105.04;85.06;66.81;n.s.;100.49;77.76;n.s.;30.33;n.s;n.s.;n.s;65.59;99.71;103.09;92.57;196.58;182.26;123.46;125.69;143.85;14.4;-26.8
;Álava;70;69;45.3;51.49;59.74;53.76;79.66;66.24;n.s.;75.59;64.97;77.07;101.08;66.77;77.98;n.s.;91.11;73.31;n.s.;n.s.;n.s.;44.3;72;47.4;138.27;80.65;n.s.;50.98;n.s.;122.17;n.s.;n.s;n.s.;137.2;n.s.;.;n.s.;n.s.;n.s;n.s.;n.s.;n.s.;n.s.;.;71.65;n.s.;n.s.;32.71;n.s.;.;n.s.;n.s.;n.s.;.;n.s.;n.s.;n.s.;72.34;n.s.;n.s.;49.65;n.s.;n.s.;n.s;n.s.;n.s;65.59;59.8;90.79;102.21;98.34;71.92;n.s.;142.47;n.s.;.;.
;Guipúzcoa;.;55.65;n.s.;73.21;n.s.;70.23;60.96;n.s.;n.s.;n.s.;n.s.;n.s.;n.s.;n.s.;.;197.25;.;.;167.66;n.s.;134.3;.;n.s.;.;n.s.;.;.;.;.;.;.;.;.;n.s.;n.s.;.;.;n.s.;n.s;.;.;.;n.s.;n.s.;.;n.s.;.;n.s.;n.s.;n.s.;.;.;n.s.;.;n.s.;n.s.;.;.;.;n.s.;n.s.;n.s.;n.s.;n.s;.;.;.;.;.;n.s.;n.s.;n.s;n.s.;124.92;.;.;.
;Vizcaya;87.98;n.s.;197.54;129.1;97.56;59.39;149.85;110.82;n.s.;99.02;146.49;126.13;158.95;171.54;146.39;143.52;180.05;174.1;148.43;133.85;n.s.;163.8;159.93;n.s.;n.s.;n.s.;n.s.;n.s.;.;.;.;n.s;n.s.;n.s.;.;.;.;n.s.;n.s;.;.;.;n.s.;n.s.;n.s.;.;.;n.s.;.;n.s.;.;.;n.s.;n.s.;.;n.s.;n.s.;n.s.;n.s.;n.s.;.;.;n.s.;.;.;.;.;n.s.;n.s.;n.s.;.;n.s;108.15;51.36;n.s.;.;.
;Rioja (La);56.01;77.32;158.06;100.58;n.s.;145.58;n.s.;141.34;141.84;147.11;153.6;149.19;143.48;79.97;89.58;152.88;184.06;131.17;112.12;120.66;129.9;130.3;58.19;201.14;105.81;148.69;107.15;152.17;56.04;111.03;83.69;63.57;40.15;146.82;130.27;64.97;66.74;80.36;79.87;75.01;48.16;77.09;63.12;54;51.05;56.58;60.72;82.31;52.26;60.77;43.17;76.82;61.35;85.38;63.43;51.61;77.29;92.41;99.19;92.04;87.98;74.68;70.05;78.42;n.s.;n.s;55.45;60.54;48.42;95.91;68.82;50.73;127.48;96.7;89.26;-7.7;29.7
;Ceuta y Melilla;.;.;.;.;.;.;.;.;.;;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;;.;.;.;.;.;.;.;.;.;.;;.;.;.;;.;.;.;.;.;;.;.;.;.;.;.;.;.;.;.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;.;;;;.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
